,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute
3520,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,12373.0,18,5,2019,19,0,14,0
3521,Jet Airways,Banglore,New Delhi,845,1.0,No info,13817.0,12,3,2019,23,0,8,55
3522,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,24,6,2019,21,50,18,55
3523,Jet Airways,Delhi,Cochin,1395,2.0,In-flight meal not included,9412.0,27,3,2019,4,25,5,10
3524,Air India,Delhi,Cochin,1275,2.0,No info,10231.0,27,5,2019,19,15,22,0
3525,Jet Airways,Banglore,Delhi,175,0.0,No info,7229.0,9,4,2019,18,45,15,50
3526,SpiceJet,Banglore,New Delhi,175,0.0,No check-in baggage included,4273.0,24,3,2019,12,30,9,35
3527,Jet Airways,Kolkata,Banglore,1550,1.0,In-flight meal not included,10844.0,18,5,2019,20,45,18,55
3528,IndiGo,Delhi,Cochin,325,1.0,No info,7164.0,27,5,2019,7,25,2,0
3529,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,6478.0,27,6,2019,10,10,7,10
3530,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5198.0,12,5,2019,10,10,7,10
3531,SpiceJet,Banglore,Delhi,160,0.0,No check-in baggage included,4319.0,27,4,2019,8,35,5,55
3532,Jet Airways,Delhi,Cochin,1040,1.0,In-flight meal not included,10262.0,27,6,2019,12,35,19,15
3533,Vistara,Delhi,Cochin,190,0.0,No info,6741.0,18,5,2019,17,50,14,40
3534,Jet Airways,Kolkata,Banglore,510,1.0,No info,14571.0,6,6,2019,22,35,14,5
3535,Air India,Banglore,New Delhi,725,1.0,Change airports,26092.0,1,3,2019,23,55,11,50
3536,Air India,Delhi,Cochin,500,2.0,No info,11753.0,27,6,2019,19,15,10,55
3537,Jet Airways,Banglore,New Delhi,900,1.0,In-flight meal not included,7832.0,21,3,2019,23,0,8,0
3538,Vistara,Kolkata,Banglore,790,1.0,No info,8610.0,1,5,2019,20,20,7,10
3539,Jet Airways,Kolkata,Banglore,510,1.0,No info,13626.0,12,6,2019,22,35,14,5
3540,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,10368.0,9,6,2019,12,35,9,40
3541,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,18,6,2019,4,5,2,35
3542,Jet Airways,Kolkata,Banglore,1500,1.0,No info,12692.0,6,6,2019,18,0,17,0
3543,IndiGo,Banglore,New Delhi,175,0.0,No info,10067.0,1,3,2019,13,0,10,5
3544,GoAir,Delhi,Cochin,540,1.0,No info,4959.0,3,6,2019,19,35,10,35
3545,Air India,Banglore,New Delhi,1580,2.0,No info,19372.0,1,3,2019,11,10,8,50
3546,Air India,Mumbai,Hyderabad,80,0.0,No info,3100.0,18,5,2019,7,40,6,20
3547,Multiple carriers,Delhi,Cochin,810,1.0,No info,8405.0,15,5,2019,21,0,7,30
3548,Multiple carriers,Delhi,Cochin,570,1.0,In-flight meal not included,6943.0,27,5,2019,21,0,11,30
3549,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841.0,27,4,2019,19,40,17,10
3550,SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017.0,6,6,2019,0,15,22,45
3551,Vistara,Kolkata,Banglore,1065,1.0,No info,9187.0,1,5,2019,10,45,17,0
3552,Jet Airways,Kolkata,Banglore,685,1.0,No info,13941.0,12,5,2019,19,50,8,25
3553,Jet Airways,Delhi,Cochin,1415,2.0,In-flight meal not included,8938.0,21,3,2019,18,50,19,15
3554,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,4319.0,18,5,2019,12,20,9,30
3555,SpiceJet,Banglore,Delhi,175,0.0,No check-in baggage included,3573.0,1,4,2019,0,5,21,10
3556,SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841.0,3,5,2019,11,25,9,0
3557,Jet Airways,Delhi,Cochin,195,0.0,In-flight meal not included,7202.0,27,6,2019,14,15,11,0
3558,Vistara,Kolkata,Banglore,355,1.0,No info,9187.0,9,6,2019,22,55,17,0
3559,GoAir,Delhi,Cochin,370,1.0,No info,6976.0,3,6,2019,13,35,7,25
3560,Jet Airways,Delhi,Cochin,1100,1.0,In-flight meal not included,12898.0,21,5,2019,12,35,18,15
3561,Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,12898.0,27,5,2019,4,25,2,15
3562,Jet Airways,Delhi,Cochin,1295,2.0,In-flight meal not included,10588.0,15,6,2019,19,0,21,25
3563,Air India,Delhi,Cochin,1275,2.0,No info,9181.0,24,6,2019,19,15,22,0
3564,Jet Airways,Banglore,New Delhi,1400,1.0,In-flight meal not included,11087.0,3,3,2019,5,5,5,45
3565,Jet Airways,Delhi,Cochin,330,1.0,In-flight meal not included,10262.0,27,6,2019,12,35,7,5
3566,Jet Airways,Delhi,Cochin,195,0.0,In-flight meal not included,4886.0,6,4,2019,14,15,11,0
3567,IndiGo,Delhi,Cochin,355,1.0,No info,8470.0,21,3,2019,8,30,2,35
3568,Air India,Kolkata,Banglore,805,3.0,No info,14960.0,21,5,2019,23,15,9,50
3569,SpiceJet,Kolkata,Banglore,155,0.0,No info,3873.0,9,5,2019,9,30,6,55
3570,Air India,Delhi,Cochin,1595,2.0,No info,11911.0,9,3,2019,19,15,16,40
3571,Air India,Delhi,Cochin,795,1.0,No info,8907.0,15,6,2019,23,0,9,45
3572,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3859.0,9,5,2019,10,35,8,20
3573,Air Asia,Kolkata,Banglore,150,0.0,No info,3807.0,24,6,2019,1,20,22,50
3574,Air Asia,Kolkata,Banglore,155,0.0,No info,4384.0,6,3,2019,12,55,10,20
3575,Multiple carriers,Delhi,Cochin,460,1.0,No info,11622.0,3,6,2019,12,35,4,55
3576,Vistara,Banglore,New Delhi,160,0.0,No info,4563.0,24,3,2019,22,20,19,40
3577,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965.0,1,4,2019,14,45,13,15
3578,Air India,Kolkata,Banglore,155,0.0,No info,4145.0,24,4,2019,23,20,20,45
3579,Jet Airways,Kolkata,Banglore,1410,1.0,In-flight meal not included,10031.0,24,3,2019,20,40,21,10
3580,Air India,Banglore,New Delhi,370,1.0,No info,11628.0,1,3,2019,23,10,17,0
3581,Jet Airways,Delhi,Cochin,330,1.0,In-flight meal not included,10262.0,15,6,2019,12,35,7,5
3582,SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017.0,24,6,2019,14,45,13,15
3583,Vistara,Delhi,Cochin,190,0.0,No info,6216.0,27,4,2019,9,10,6,0
3584,Multiple carriers,Delhi,Cochin,835,3.0,No info,16294.0,15,5,2019,1,30,11,35
3585,IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,3,6,2019,6,50,4,0
3586,Multiple carriers,Delhi,Cochin,455,1.0,No info,7038.0,27,5,2019,22,30,14,55
3587,SpiceJet,Banglore,New Delhi,475,1.0,No info,7294.0,9,3,2019,18,15,10,20
3588,SpiceJet,Kolkata,Banglore,145,0.0,No info,3873.0,6,4,2019,11,25,9,0
3589,Air India,Mumbai,Hyderabad,90,0.0,No info,3100.0,18,6,2019,15,25,13,55
3590,Multiple carriers,Delhi,Cochin,540,1.0,No info,12507.0,27,5,2019,19,0,10,0
3591,Air Asia,Delhi,Cochin,875,1.0,No info,6152.0,21,5,2019,22,30,7,55
3592,Air India,Kolkata,Banglore,675,1.0,No info,8030.0,1,4,2019,21,5,9,50
3593,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5769.0,18,6,2019,11,20,8,20
3594,IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,6,6,2019,19,50,17,15
3595,Air India,Delhi,Cochin,1420,1.0,No info,8372.0,18,5,2019,9,25,9,45
3596,Jet Airways,Banglore,New Delhi,280,1.0,No info,8578.0,15,3,2019,14,25,9,45
3597,Air India,Delhi,Cochin,1275,2.0,No info,11228.0,18,5,2019,19,15,22,0
3598,Air India,Kolkata,Banglore,1385,2.0,No info,13227.0,1,5,2019,8,55,9,50
3599,IndiGo,Banglore,New Delhi,175,0.0,No info,8855.0,15,3,2019,22,55,20,0
3600,Multiple carriers,Delhi,Cochin,525,1.0,No info,12192.0,12,6,2019,12,35,3,50
3601,Jet Airways,Delhi,Cochin,1195,2.0,No info,12819.0,27,6,2019,19,0,23,5
3602,IndiGo,Banglore,Delhi,165,0.0,No info,3943.0,27,6,2019,8,50,6,5
3603,Multiple carriers,Delhi,Cochin,755,1.0,In-flight meal not included,18260.0,9,3,2019,12,55,0,20
3604,Air India,Banglore,Delhi,165,0.0,No info,5228.0,18,4,2019,8,55,6,10
3605,Jet Airways,Delhi,Cochin,970,2.0,No info,14300.0,12,6,2019,4,25,12,15
3606,Air India,Kolkata,Banglore,1830,2.0,No info,10151.0,1,5,2019,18,30,12,0
3607,IndiGo,Kolkata,Banglore,280,1.0,No info,5699.0,6,5,2019,22,15,17,35
3608,Vistara,Kolkata,Banglore,1655,1.0,No info,9187.0,21,5,2019,10,45,7,10
3609,Vistara,Kolkata,Banglore,765,1.0,No info,8452.0,6,6,2019,9,5,20,20
3610,Multiple carriers,Delhi,Cochin,665,1.0,No info,13961.0,21,3,2019,13,20,2,15
3611,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5769.0,24,6,2019,10,10,7,10
3612,Multiple carriers,Delhi,Cochin,690,1.0,No info,10877.0,24,6,2019,19,0,7,30
3613,IndiGo,Banglore,Delhi,170,0.0,No info,4591.0,9,4,2019,2,20,23,30
3614,Air India,Kolkata,Banglore,1200,2.0,No info,17732.0,6,5,2019,5,25,9,25
3615,Jet Airways,Delhi,Cochin,610,1.0,In-flight meal not included,12373.0,9,5,2019,4,25,18,15
3616,Air Asia,Kolkata,Banglore,150,0.0,No info,3807.0,27,6,2019,22,25,19,55
3617,Vistara,Kolkata,Banglore,790,1.0,No info,9555.0,9,6,2019,20,20,7,10
3618,Air Asia,Banglore,Delhi,165,0.0,No info,4483.0,6,6,2019,13,55,11,10
3619,Jet Airways,Kolkata,Banglore,400,1.0,No info,14781.0,12,5,2019,20,45,14,5
3620,Jet Airways,Delhi,Cochin,1620,2.0,No info,13292.0,3,6,2019,12,35,9,35
3621,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,12373.0,18,5,2019,19,0,19,15
3622,IndiGo,Delhi,Cochin,320,1.0,No info,5530.0,21,5,2019,12,10,6,50
3623,IndiGo,Delhi,Cochin,750,1.0,No info,7081.0,18,5,2019,21,0,8,30
3624,Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,10262.0,15,6,2019,12,35,9,0
3625,Multiple carriers,Delhi,Cochin,455,1.0,No info,9316.0,27,5,2019,19,15,11,40
3626,Jet Airways,Kolkata,Banglore,705,1.0,In-flight meal not included,10844.0,9,5,2019,18,15,6,30
3627,IndiGo,Delhi,Cochin,810,1.0,No info,8542.0,1,5,2019,21,0,7,30
3628,IndiGo,Banglore,Delhi,180,0.0,No info,4823.0,15,4,2019,19,55,16,55
3629,Air India,Delhi,Cochin,1660,1.0,No info,12940.0,6,3,2019,7,40,4,0
3630,Jet Airways,Kolkata,Banglore,450,1.0,No info,13374.0,6,6,2019,4,40,21,10
3631,Multiple carriers,Delhi,Cochin,570,1.0,No info,13062.0,21,3,2019,21,0,11,30
3632,Jet Airways,Delhi,Cochin,810,2.0,No info,13014.0,3,6,2019,19,0,5,30
3633,Jet Airways,Banglore,Delhi,185,0.0,No info,8541.0,21,6,2019,22,0,18,55
3634,Jet Airways,Kolkata,Banglore,1210,1.0,In-flight meal not included,11134.0,24,3,2019,10,5,13,55
3635,Jet Airways,Banglore,New Delhi,615,1.0,In-flight meal not included,7832.0,21,3,2019,19,10,8,55
3636,Multiple carriers,Delhi,Cochin,555,1.0,No info,8888.0,9,5,2019,22,30,13,15
3637,Jet Airways,Kolkata,Banglore,865,1.0,In-flight meal not included,9663.0,12,5,2019,9,20,18,55
3638,Multiple carriers,Delhi,Cochin,505,1.0,No info,17267.0,6,3,2019,15,30,7,5
3639,Jet Airways,Banglore,New Delhi,890,1.0,In-flight meal not included,7832.0,21,3,2019,11,25,20,35
3640,Vistara,Banglore,New Delhi,160,0.0,No info,12123.0,18,3,2019,22,20,19,40
3641,Multiple carriers,Delhi,Cochin,510,1.0,No info,8073.0,15,5,2019,1,30,17,0
3642,SpiceJet,Banglore,Delhi,170,0.0,No info,4991.0,12,4,2019,12,20,9,30
3643,GoAir,Banglore,Delhi,165,0.0,No info,3419.0,12,6,2019,23,40,20,55
3644,Jet Airways,Delhi,Cochin,1395,1.0,In-flight meal not included,10262.0,27,6,2019,19,0,19,45
3645,Jet Airways,Delhi,Cochin,1010,1.0,In-flight meal not included,10262.0,1,6,2019,12,35,19,45
3646,Air Asia,Kolkata,Banglore,150,0.0,No info,3807.0,3,4,2019,1,20,22,50
3647,IndiGo,Mumbai,Hyderabad,85,0.0,No info,5755.0,3,3,2019,13,25,12,0
3648,Jet Airways,Delhi,Cochin,395,1.0,In-flight meal not included,10262.0,1,6,2019,4,25,21,50
3649,Air India,Delhi,Cochin,865,2.0,No info,13039.0,21,5,2019,7,40,17,15
3650,Jet Airways,Banglore,New Delhi,745,1.0,In-flight meal not included,7832.0,21,3,2019,21,20,8,55
3651,IndiGo,Chennai,Kolkata,140,0.0,No info,6297.0,9,3,2019,10,15,7,55
3652,Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,3210.0,24,6,2019,21,5,19,35
3653,Multiple carriers,Delhi,Cochin,640,1.0,No info,15147.0,3,3,2019,21,0,10,20
3654,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,24,6,2019,10,40,9,10
3655,Jet Airways,Delhi,Cochin,1630,2.0,No info,13882.0,12,6,2019,12,35,9,25
3656,Air India,Kolkata,Banglore,745,1.0,No info,8366.0,21,5,2019,21,50,9,25
3657,Jet Airways,Banglore,New Delhi,530,1.0,In-flight meal not included,9134.0,15,3,2019,7,40,22,50
3658,IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,3,4,2019,11,20,8,30
3659,Air India,Kolkata,Banglore,1440,1.0,No info,5006.0,9,4,2019,14,35,14,35
3660,Air India,Delhi,Cochin,1255,1.0,No info,7480.0,1,6,2019,9,25,12,30
3661,Jet Airways,Kolkata,Banglore,365,1.0,In-flight meal not included,10844.0,6,6,2019,22,35,16,30
3662,Jet Airways,Kolkata,Banglore,735,1.0,In-flight meal not included,7064.0,1,4,2019,8,15,20,0
3663,IndiGo,Kolkata,Banglore,150,0.0,No info,5224.0,21,6,2019,16,55,14,25
3664,Air Asia,Kolkata,Banglore,155,0.0,No info,4384.0,15,3,2019,12,55,10,20
3665,Multiple carriers,Delhi,Cochin,750,1.0,No info,13377.0,1,6,2019,1,30,13,0
3666,Multiple carriers,Delhi,Cochin,755,1.0,No info,8837.0,27,5,2019,19,15,6,40
3667,Air India,Delhi,Cochin,965,1.0,No info,16352.0,3,3,2019,9,25,17,20
3668,Air India,Delhi,Cochin,1275,2.0,No info,10441.0,9,6,2019,19,15,22,0
3669,IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,9,5,2019,15,35,13,15
3670,Air Asia,Kolkata,Banglore,150,0.0,No info,3807.0,12,6,2019,22,25,19,55
3671,Jet Airways,Kolkata,Banglore,735,1.0,In-flight meal not included,9663.0,6,5,2019,8,15,20,0
3672,Jet Airways,Kolkata,Banglore,1430,1.0,No info,12681.0,1,4,2019,19,50,20,0
3673,Vistara,Banglore,Delhi,170,0.0,No info,4668.0,24,5,2019,14,20,11,30
3674,Jet Airways,Delhi,Cochin,1390,2.0,No info,15129.0,18,5,2019,12,35,13,25
3675,Multiple carriers,Delhi,Cochin,485,1.0,No info,17057.0,3,3,2019,1,35,17,30
3676,Air India,Delhi,Cochin,640,1.0,No info,8372.0,3,6,2019,7,40,21,0
3677,SpiceJet,Kolkata,Banglore,150,0.0,No info,5515.0,1,3,2019,19,45,17,15
3678,Jet Airways,Kolkata,Banglore,435,1.0,No info,8355.0,1,5,2019,17,35,10,20
3679,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,1,4,2019,4,5,2,35
3680,Multiple carriers,Delhi,Cochin,630,1.0,No info,13377.0,15,6,2019,1,30,15,0
3681,Jet Airways,Delhi,Cochin,1395,1.0,No info,15554.0,9,5,2019,19,0,19,45
3682,IndiGo,Kolkata,Banglore,150,0.0,No info,5224.0,18,5,2019,16,55,14,25
3683,IndiGo,Delhi,Cochin,300,1.0,No info,6069.0,9,6,2019,21,0,16,0
3684,Jet Airways,Delhi,Cochin,1505,1.0,In-flight meal not included,12373.0,9,5,2019,12,35,11,30
3685,Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,6959.0,12,6,2019,4,40,18,55
3686,SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841.0,27,5,2019,11,25,9,0
3687,Air India,Delhi,Cochin,925,1.0,No info,8669.0,15,5,2019,19,15,3,50
3688,Jet Airways,Delhi,Cochin,810,2.0,No info,13014.0,1,6,2019,19,0,5,30
3689,Jet Airways,Kolkata,Banglore,1215,1.0,No info,13731.0,6,6,2019,4,40,8,25
3690,Multiple carriers,Delhi,Cochin,930,1.0,No info,7888.0,21,5,2019,1,30,10,0
3691,Vistara,Kolkata,Banglore,900,1.0,No info,12942.0,24,3,2019,22,10,7,10
3692,Vistara,Mumbai,Hyderabad,1290,1.0,No info,12395.0,6,3,2019,9,25,11,55
3693,Jet Airways,Kolkata,Banglore,425,1.0,No info,14571.0,9,6,2019,23,35,16,30
3694,IndiGo,Banglore,Delhi,175,0.0,No info,4591.0,27,4,2019,3,25,0,30
3695,Air India,Kolkata,Banglore,1700,2.0,No info,12592.0,9,5,2019,13,45,9,25
3696,IndiGo,Kolkata,Banglore,150,0.0,No info,4804.0,6,6,2019,16,55,14,25
3697,Jet Airways,Kolkata,Banglore,1090,1.0,No info,14388.0,21,5,2019,8,15,14,5
3698,Air India,Delhi,Cochin,1275,2.0,No info,14851.0,9,3,2019,19,15,22,0
3699,Jet Airways,Kolkata,Banglore,665,1.0,In-flight meal not included,8586.0,18,5,2019,8,15,21,10
3700,Jet Airways,Banglore,New Delhi,640,1.0,1 Long layover,31825.0,1,3,2019,9,30,22,50
3701,Jet Airways,Delhi,Cochin,600,2.0,No info,14237.0,9,6,2019,4,25,18,25
3702,IndiGo,Kolkata,Banglore,290,1.0,No info,5069.0,6,6,2019,13,0,8,10
3703,Jet Airways,Delhi,Cochin,330,1.0,No info,16079.0,1,6,2019,12,35,7,5
3704,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,9663.0,15,5,2019,8,15,18,55
3705,Multiple carriers,Delhi,Cochin,570,1.0,No info,13587.0,27,5,2019,21,0,11,30
3706,Air India,Kolkata,Banglore,1605,1.0,No info,10808.0,24,3,2019,23,15,20,30
3707,Multiple carriers,Delhi,Cochin,555,1.0,In-flight meal not included,11446.0,27,5,2019,19,15,10,0
3708,Air India,Mumbai,Hyderabad,75,0.0,No info,3100.0,1,5,2019,20,45,19,30
3709,GoAir,Kolkata,Banglore,455,1.0,No info,6484.0,1,5,2019,0,15,16,40
3710,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,9,5,2019,7,55,6,25
3711,SpiceJet,Banglore,New Delhi,170,0.0,No check-in baggage included,3873.0,24,3,2019,23,20,20,30
3712,IndiGo,Banglore,New Delhi,310,1.0,No info,7280.0,9,3,2019,0,40,19,30
3713,Air India,Mumbai,Hyderabad,90,0.0,No info,3625.0,27,5,2019,15,25,13,55
3714,SpiceJet,Banglore,Delhi,175,0.0,No check-in baggage included,3919.0,15,6,2019,0,5,21,10
3715,Jet Airways,Delhi,Cochin,1005,1.0,No info,15554.0,9,5,2019,19,0,2,15
3716,IndiGo,Chennai,Kolkata,140,0.0,No info,3850.0,3,6,2019,10,15,7,55
3717,Jet Airways,Delhi,Cochin,1195,2.0,No info,15129.0,21,5,2019,19,0,23,5
3718,Jet Airways,Banglore,Delhi,185,0.0,No info,7229.0,12,5,2019,22,0,18,55
3719,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,27,4,2019,21,50,18,55
3720,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,15,5,2019,21,50,18,55
3721,Vistara,Kolkata,Banglore,1560,1.0,No info,11682.0,24,3,2019,9,10,7,10
3722,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,21,4,2019,21,50,18,55
3723,Jet Airways,Delhi,Cochin,925,1.0,In-flight meal not included,10262.0,9,6,2019,4,25,13,0
3724,IndiGo,Delhi,Cochin,665,1.0,No info,6818.0,6,6,2019,16,10,5,5
3725,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965.0,27,5,2019,0,15,22,45
3726,Vistara,Kolkata,Banglore,975,1.0,No info,9345.0,12,5,2019,23,25,7,10
3727,IndiGo,Delhi,Cochin,380,1.0,No info,6938.0,6,6,2019,22,30,16,10
3728,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,10368.0,15,6,2019,12,35,9,40
3729,Air India,Delhi,Cochin,1245,2.0,No info,11753.0,12,6,2019,7,40,10,55
3730,Air India,Delhi,Cochin,1485,2.0,No info,12488.0,27,5,2019,19,15,18,30
3731,Jet Airways,Kolkata,Banglore,345,1.0,In-flight meal not included,9899.0,12,6,2019,19,50,14,5
3732,Multiple carriers,Delhi,Cochin,585,1.0,No info,11622.0,6,6,2019,19,0,9,15
3733,SpiceJet,Kolkata,Banglore,160,0.0,No info,3847.0,27,3,2019,9,35,6,55
3734,Jet Airways,Delhi,Cochin,335,1.0,No info,16079.0,27,6,2019,4,25,22,50
3735,Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,6478.0,18,6,2019,8,45,6,0
3736,Air India,Delhi,Cochin,180,0.0,No info,5201.0,21,6,2019,17,10,14,10
3737,Air Asia,Kolkata,Banglore,155,0.0,No info,4409.0,9,5,2019,12,55,10,20
3738,Jet Airways,Banglore,New Delhi,1475,1.0,No info,17261.0,6,3,2019,9,30,8,55
3739,Vistara,Banglore,Delhi,155,0.0,No info,4878.0,27,5,2019,19,35,17,0
3740,SpiceJet,Banglore,Delhi,160,0.0,No check-in baggage included,3573.0,18,5,2019,8,35,5,55
3741,Jet Airways,Kolkata,Banglore,1220,1.0,In-flight meal not included,10844.0,18,5,2019,16,20,20,0
3742,IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,21,4,2019,0,50,22,15
3743,Air India,Delhi,Cochin,180,0.0,No info,5201.0,27,6,2019,17,10,14,10
3744,Multiple carriers,Delhi,Cochin,375,1.0,No info,14533.0,18,5,2019,19,15,13,0
3745,SpiceJet,Kolkata,Banglore,140,0.0,No info,3873.0,12,4,2019,0,40,22,20
3746,SpiceJet,Chennai,Kolkata,140,0.0,No check-in baggage included,3543.0,6,6,2019,20,5,17,45
3747,Multiple carriers,Delhi,Cochin,640,1.0,No info,7215.0,21,3,2019,21,0,10,20
3748,Multiple carriers,Delhi,Cochin,510,1.0,No info,11999.0,21,3,2019,18,50,10,20
3749,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,18,5,2019,13,30,12,0
3750,Jet Airways,Banglore,New Delhi,950,1.0,No info,13817.0,12,3,2019,10,45,18,55
3751,Air Asia,Kolkata,Banglore,150,0.0,No info,4107.0,15,6,2019,22,25,19,55
3752,Multiple carriers,Delhi,Cochin,720,1.0,No info,8073.0,9,5,2019,21,0,9,0
3753,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2227.0,27,6,2019,22,50,21,20
3754,Jet Airways,Kolkata,Banglore,1295,1.0,In-flight meal not included,10539.0,6,6,2019,18,0,20,25
3755,IndiGo,Banglore,Delhi,165,0.0,No info,3943.0,3,5,2019,4,15,1,30
3756,Jet Airways,Kolkata,Banglore,1575,1.0,In-flight meal not included,10844.0,24,5,2019,16,20,14,5
3757,SpiceJet,Banglore,New Delhi,170,0.0,No info,3925.0,24,3,2019,23,20,20,30
3758,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,3210.0,1,5,2019,4,20,2,55
3759,Jet Airways,Banglore,Delhi,180,0.0,No info,8016.0,6,6,2019,20,45,17,45
3760,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841.0,12,4,2019,19,40,17,10
3761,Jet Airways,Kolkata,Banglore,450,1.0,No info,14388.0,9,5,2019,4,40,21,10
3762,IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,18,6,2019,17,5,14,45
3763,Multiple carriers,Delhi,Cochin,630,1.0,In-flight meal not included,14086.0,9,3,2019,1,35,15,5
3764,IndiGo,Banglore,Delhi,170,0.0,No info,3749.0,9,6,2019,1,0,22,10
3765,Jet Airways,Banglore,Delhi,165,0.0,No info,7229.0,24,5,2019,8,45,6,0
3766,Multiple carriers,Delhi,Cochin,840,1.0,No info,15603.0,6,3,2019,21,0,7,0
3767,IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,27,5,2019,22,50,20,0
3768,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,8040.0,3,4,2019,11,50,10,20
3769,Jet Airways,Kolkata,Banglore,1655,1.0,No info,13941.0,6,5,2019,10,5,6,30
3770,Jet Airways,Delhi,Cochin,395,1.0,No info,14714.0,6,6,2019,4,25,21,50
3771,Vistara,Kolkata,Banglore,700,1.0,No info,7927.0,1,4,2019,18,50,7,10
3772,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4030.0,15,5,2019,14,5,11,10
3773,IndiGo,Delhi,Cochin,710,1.0,No info,8285.0,21,3,2019,21,0,9,10
3774,Jet Airways,Kolkata,Banglore,590,1.0,In-flight meal not included,10844.0,6,5,2019,18,15,8,25
3775,Jet Airways,Kolkata,Banglore,1610,1.0,In-flight meal not included,9663.0,12,5,2019,9,20,6,30
3776,IndiGo,Kolkata,Banglore,165,0.0,No info,4148.0,27,3,2019,0,55,22,10
3777,IndiGo,Delhi,Cochin,295,1.0,No info,6496.0,24,6,2019,10,5,5,10
3778,IndiGo,Kolkata,Banglore,165,0.0,No info,4148.0,18,3,2019,0,55,22,10
3779,Jet Airways,Kolkata,Banglore,790,1.0,No info,13339.0,24,3,2019,19,40,6,30
3780,Jet Airways,Delhi,Cochin,1630,2.0,No info,13882.0,15,6,2019,12,35,9,25
3781,IndiGo,Banglore,Delhi,165,0.0,No info,3943.0,12,5,2019,4,15,1,30
3782,Jet Airways,Banglore,New Delhi,950,1.0,In-flight meal not included,11087.0,12,3,2019,12,25,20,35
3783,Jet Airways,Delhi,Cochin,505,2.0,In-flight meal not included,15318.0,6,6,2019,4,25,20,0
3784,SpiceJet,Kolkata,Banglore,140,0.0,No info,3873.0,6,6,2019,0,40,22,20
3785,Multiple carriers,Delhi,Cochin,845,1.0,No info,11573.0,27,5,2019,19,0,4,55
3786,Vistara,Banglore,Delhi,170,0.0,No info,4668.0,15,5,2019,14,20,11,30
3787,Air India,Banglore,New Delhi,980,2.0,No info,13576.0,1,3,2019,22,10,5,50
3788,Air India,Banglore,New Delhi,1510,1.0,1 Long layover,15434.0,1,3,2019,13,0,11,50
3789,Vistara,Banglore,Delhi,170,0.0,No info,5403.0,21,4,2019,14,20,11,30
3790,Jet Airways,Delhi,Cochin,2300,2.0,No info,16914.0,6,3,2019,19,45,5,25
3791,Jet Airways,Kolkata,Banglore,665,1.0,No info,14781.0,21,5,2019,8,15,21,10
3792,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4544.0,9,4,2019,14,5,11,10
3793,Air India,Kolkata,Banglore,1195,2.0,No info,9416.0,12,6,2019,7,55,12,0
